pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,dropoff_datetime
-73.963791,40.766052,-73.844597,40.757915,2013-06-16 13:09:00
-73.989983,40.733406,-73.848785,40.757664,2013-06-12 19:18:00
-73.955864,40.778851,-73.843994,40.756828,2013-06-13 13:13:00
-73.963585,40.808273,-73.844383,40.757462,2013-06-12 19:17:00
-73.91748,40.770401,-73.844437,40.75761,2013-06-16 12:59:00
-74.011757,40.702473,-73.844467,40.757713,2013-06-15 13:29:00
-73.962852,40.716415,-73.850983,40.756264,2013-06-16 12:54:00
-74.001884,40.724506,-73.848854,40.757542,2013-06-16 13:21:00
-73.915169,40.763817,-73.844864,40.758453,2013-06-14 19:25:00
-73.969345,40.750843,-73.844757,40.75806,2013-06-12 18:57:00
-73.979218,40.771729,-73.845131,40.759003,2013-06-15 12:45:00
-73.873039,40.774094,-73.844589,40.757874,2013-06-14 19:13:00
-73.967087,40.788326,-73.844475,40.757629,2013-06-12 19:13:00
